Branch,Gender,10th%,12th%,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Sem_6,Aggregate,Admission_Entrance_Exam,Company,Tier,No_of_Offers,Company Type
MECH,Male,FC,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,quest global engineering pvt. ltd.,3,1,Private
MECH,Male,FC,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,quest global engineering pvt. ltd.,3,1,Private
CSE,Male,FC,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,robert bosch,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,robert bosch,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,robert bosch,2,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FCD,FC,FCD,CET,robert bosch,2,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,robert bosch,2,1,MNC
CSE,Male,FC,FC,FC,FCD,FC,FC,FC,FC,FC,COMED-K,robert bosch,2,1,MNC
CSE,Female,FC,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,robert bosch,2,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,robert bosch,2,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,robert bosch,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,FCD,CET,robert bosch,2,1,MNC
ISE,Female,FC,FCD,FC,FC,FC,FC,FC,FC,FC,CET,robert bosch,2,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,robert bosch,2,2,MNC
CSE,Male,FC,FCD,FCD,FCD,FC,FC,FC,FC,FC,Management,sap labs,1,1,Private 
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,sap labs,1,1,Private 
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,sap labs ,1,1,MNC
ISE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,sap labs ,1,2,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,sapient,2,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,sapient,2,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,sapient,2,1,MNC
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,Management,sapient,2,2,MNC
CSE,Female,FC,FC,FC,FCD,FC,FC,FC,FC,FC,COMED-K,senzopt,3,2,Private 
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,epsilon technologies,2,2,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,shell,1,1,MNC
CSE,Female,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,shell,1,2,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,sling media,1,2,MNC
CSE,Male,FC,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,sling media,1,3,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,societe generale,1,2,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,l&t technology services ltd,2,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,l&t technology services ltd,2,2,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,sony,2,1,MNC
CSE,Male,FC,FC,FC,FCD,FC,FC,FC,FC,FC,COMED-K,sony,2,2,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,sony,2,2,MNC
ISE,Male,FC,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,sprinklr,1,1,Private
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,sprinklr,1,2,Private
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,sprinklr,1,2,Private
CSE,Male,FC,FC,FC,FC,FC,SC,FC,SC,FC,Management,tally solutions,2,1,Private
CSE,Male,FCD,FC,FC,FC,SC,SC,SC,FC,FC,COMED-K,tally solutions,2,2,Private
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,tejas networks,2,2,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,vm ware,1,2,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,volvo,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,Management,volvo,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,l&t infotech,3,2,MNC
ISE,Female,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,sapient,2,2,MNC
ECE,Male,FC,FCD,FC,FC,FC,FC,FC,FC,FC,Management,wafer space,2,1,Private 
ECE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,wafer space,2,1,Private 
MECH,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,weir,3,2,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,CET,wns global services (p) ltd,3,1,MNC
CSE,Female,FCD,FC,SC,FC,SC,FC,FC,FC,FC,Management,wns global services (p) ltd,3,1,MNC
ISE,Female,FC,FCD,SC,FC,FC,SC,SC,FC,FC,CET,wns global services (p) ltd,3,1,MNC
CSE,Male,FC,FCD,FCD,FC,FC,FC,FC,FC,FC,COMED-K,zopsmart,1,1,Private 
CSE,Male,FC,FCD,FC,FC,FC,FC,FC,FC,FC,CET,zopsmart,1,1,Private 
ECE,Male,FC,FC,FC,FC,FC,FC,SC,FC,FC,Management,"hcl technologies ltd.,",3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ECE,Male,FCD,FC,FCD,FC,FC,FC,SC,FC,FC,CET,cognizant technology solutions,2,1,MNC
ECE,Male,FCD,FC,FCD,FC,FC,FC,SC,FC,FC,CET,ericsson,2,1,MNC
ISE,Male,FCD,FC,FC,FC,SC,SC,SC,FC,SC,COMED-K,senzopt,3,1,Private 
ISE,Male,FC,FC,FC,FC,SC,FC,SC,SC,FC,COMED-K,senzopt,3,1,Private 
ISE,Male,FC,FC,FC,FC,SC,SC,SC,FC,FC,CET,wipro,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,CET,wipro,3,1,MNC
ISE,Male,FC,FC,FC,FC,SC,SC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,shell,1,1,MNC
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,wipro,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,SC,FC,FC,COMED-K,icreate software,3,1,Private
CSE,Male,FCD,FCD,FC,FC,SC,FC,SC,FC,FC,CET,amazon,1,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,SC,FC,FC,FC,CET,wipro,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FC,FC,FC,SC,SC,SC,SC,FC,Management,"hcl technologies ltd.,",3,1,MNC
ECE,Male,FC,FC,FC,FC,SC,SC,SC,SC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FC,FCD,FCD,FCD,FCD,FC,FC,FCD,Management,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FC,FCD,FCD,FC,FCD,FC,FCD,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FC,SC,FC,FCD,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,dell,2,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,SC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FC,FC,FC,SC,FC,SC,SC,FC,Management,wipro,3,1,MNC
ISE,Female,FCD,FC,FC,FCD,FC,FC,FC,FC,FC,CET,oracle ,1,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,SC,SC,SC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,SC,SC,SC,SC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,oracle,1,1,MNC
CSE,Male,FCD,FC,FC,FC,SC,FC,FC,FC,FC,COMED-K,wipro,3,1,MNC
ECE,Male,FC,FC,FC,FC,FC,SC,FC,FC,FC,Management,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FC,FC,FC,SC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,mu sigma,3,1,Private
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,SC,SC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,capgemini,3,1,MNC
ISE,Female,FCD,FC,FCD,FC,FC,FC,FC,FC,FC,COMED-K,wipro,3,1,MNC
CSE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,capgemini,3,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,oracle,1,1,MNC
CSE,Male,FC,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FCD,FCD,FC,FCD,FCD,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,sap labs,1,1,Private 
ISE,Male,FC,FC,SC,SC,FC,FC,SC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,oracle,1,1,MNC
ECE,Female,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ISE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,siemens,2,1,MNC
ISE,Female,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,wipro,3,1,MNC
ECE,Male,FCD,FC,FC,FC,SC,SC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FCD,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,SC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,SC,SC,FC,FC,CET,capgemini,3,1,MNC
ISE,Female,FCD,FCD,FC,FCD,FC,FCD,FC,FC,FC,CET,wipro,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,ibm,3,1,MNC
ISE,Male,FCD,FC,FC,FC,SC,SC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,wipro,3,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FCD,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FCD,FC,SC,SC,SC,FC,FC,CET,hashdien,2,1,MNC
ECE,Female,FCD,FCD,FCD,FC,FCD,FCD,SC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FC,FC,FC,FC,FC,FC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,thought works,2,1,Private 
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FCD,FC,FC,FC,FCD,FC,FC,FC,CET,oracle,1,1,MNC
ECE,Male,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,atimi software,1,1,Private
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FCD,FC,FCD,FCD,FCD,FCD,FC,FC,FCD,COMED-K,cisco,1,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,nvidia,2,1,MNC
CSE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,sapient ,2,1,MNC
CSE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,Management,cognizant technology solutions,3,1,MNC
ISE,Male,FC,FC,FC,FCD,FC,FC,FC,FC,FC,CET,neev technologies,3,1,Private
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,neev technologies,3,1,Private
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ISE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FC,FC,FC,SC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ISE,Male,FCD,FC,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,sapient,2,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,SC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
ISE,Male,FC,FC,FC,FC,SC,SC,SC,FC,SC,CET,key note (aayuja),3,1,Private
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,fidelity investments,2,1,Private
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",2,1,MNC
ECE,Female,FCD,FC,FCD,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,oracle,1,2,MNC
ISE,Female,FCD,FC,FCD,FCD,FC,FCD,FC,FC,FC,COMED-K,hahsedin,2,1,MNC
ECE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,thought works,2,1,Private 
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Female,FC,FC,FC,FCD,FC,FC,FC,FC,FC,COMED-K,capgemini,3,1,MNC
ISE,Female,FCD,FC,FC,FCD,FC,FCD,FC,FCD,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ECE,Male,FCD,FCD,FC,FCD,FC,FCD,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,oracle,1,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FC,FC,FC,SC,FC,SC,SC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,COMED-K,capgemini,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,cisco,1,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,vm ware,1,1,MNC
CSE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,tata elxsi,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,sling media,2,1,MNC
ECE,Female,FCD,FCD,FC,FC,SC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,citrix,1,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,wipro,2,1,MNC
ISE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,lg software,2,1,MNC
CSE,Female,FCD,FC,FC,FC,SC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,COMED-K,sonata software,3,1,MNC
CSE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,CET,lg software,2,1,MNC
ISE,Female,FCD,FCD,FC,FCD,FC,FC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FC,FCD,FC,FC,SC,FC,SC,SC,FC,Management,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FC,FCD,FC,FC,FC,SC,SC,FC,COMED-K,ibm,2,1,MNC
ISE,Female,FC,FCD,FC,FC,FC,FC,FC,FC,FC,COMED-K,vantage agora operations,3,1,Private 
ISE,Male,FCD,FC,FC,FC,SC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,tata elxsi,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FC,FCD,FCD,FC,FCD,FC,FC,FC,COMED-K,mcafee,1,1,MNC
ISE,Female,FCD,FC,FCD,FCD,FC,FCD,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,oracle,1,1,MNC
ISE,Female,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,capgemini,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FCD,CET,cognizant technology solutions,3,1,MNC
ISE,Female,FCD,FCD,FCD,FC,FC,FCD,FC,FC,FC,COMED-K,lg software,2,2,MNC
ISE,Male,FCD,FC,FC,FC,FC,SC,SC,SC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FC,FC,FC,FC,SC,FC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FC,FC,FC,FC,FC,FC,SC,SC,FC,COMED-K,century link,2,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,sonata software,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,SC,FC,SC,SC,FC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,SC,FC,FC,CET,cognizant technology solutions,4,2,MNC
ISE,Female,FC,FC,FC,FC,SC,SC,SC,SC,SC,COMED-K,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FC,FC,SC,SC,SC,FC,CET,wipro,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,fidelity investments,2,1,Private
ISE,Female,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,lg software,2,2,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FC,FC,FC,FC,SC,SC,SC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FC,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FC,FCD,FCD,FC,FC,FC,FC,FC,CET,harman international,1,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,SC,SC,FC,COMED-K,wipro,3,1,MNC
ISE,Female,FCD,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FC,FCD,FC,FC,SC,SC,SC,FC,CET,cognizant technology solutions,3,1,MNC
ECE,Male,FCD,FCD,FCD,FCD,FC,FCD,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
CSE,Male,FCD,FCD,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
ISE,Male,FCD,FC,SC,FC,FC,FC,FC,FC,FC,CET,sapient,2,1,MNC
ISE,Male,FCD,FCD,FC,FC,FC,FC,SC,SC,FC,CET,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,COMED-K,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,fidelity investments,2,2,MNC
CSE,Female,FCD,FCD,FCD,FCD,FCD,FCD,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,wipro,3,1,MNC
ISE,Male,FCD,FC,FC,FC,FC,FC,SC,FC,FC,COMED-K,hahsedin,2,2,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,COMED-K,"hcl technologies ltd.,",3,1,MNC
ECE,Female,FCD,FCD,FCD,FCD,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FC,FC,FC,FC,FC,FC,FC,FC,FC,CET,cognizant technology solutions,3,1,MNC
CSE,Male,FCD,FCD,FCD,FC,FC,FC,FC,FC,FC,COMED-K,wipro,3,1,MNC
